longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Actual House Prize,Predicted House Prize,Error,Deviation
-118.34,34.09,52.0,1731.0,502.0,849.0,466.0,3.2946,0,321600.0,258105.15346434305,63494.84653565695,63494.84653565695
-119.4,37.09,22.0,2211.0,477.0,773.0,288.0,3.3269,1,102700.0,123754.25647678187,21054.25647678187,-21054.25647678187
-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,1,73400.0,123778.6078463328,50378.6078463328,-50378.6078463328
-116.51,34.85,15.0,3149.0,713.0,1281.0,486.0,2.0,1,64700.0,48026.4115902257,16673.588409774296,16673.588409774296
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,3,373600.0,343178.82991271524,30421.170087284758,30421.170087284758
-118.06,33.81,25.0,3497.0,513.0,1839.0,544.0,5.4216,0,263000.0,247409.08604895673,15590.913951043272,15590.913951043272
-118.03,33.94,30.0,2572.0,521.0,1564.0,501.0,3.4861,0,177200.0,191474.38668190042,14274.386681900418,-14274.386681900418
-122.44,37.73,43.0,3700.0,684.0,1488.0,623.0,5.5622,3,313600.0,340708.94633859413,27108.946338594134,-27108.946338594134
-117.93,33.9,30.0,2629.0,331.0,956.0,319.0,9.9071,0,500001.0,439484.3406467043,60516.65935329569,60516.65935329569
-122.38,40.69,21.0,1774.0,370.0,875.0,354.0,1.7422,1,61500.0,21296.513399197196,40203.486600802804,40203.486600802804
-118.04,34.15,34.0,1523.0,311.0,676.0,295.0,3.3621,1,377200.0,193609.6101992192,183590.3898007808,183590.3898007808
-118.37,34.07,50.0,2519.0,463.52670042282193,1117.0,516.0,4.3667,0,405600.0,275445.78141655796,130154.21858344204,130154.21858344204
-118.16,33.72,29.0,2743.0,708.0,1059.0,651.0,3.625,4,500000.0,275669.10781504953,224330.89218495047,224330.89218495047
-117.16,32.81,34.0,2275.0,375.0,1021.0,379.0,3.6371,4,176300.0,211997.5118270461,35697.51182704611,-35697.51182704611
-118.41,33.88,40.0,925.0,254.0,371.0,227.0,5.2533,0,500001.0,314487.28007986484,185513.71992013516,185513.71992013516
-119.09,36.21,43.0,1335.0,280.0,943.0,288.0,1.9861,1,47700.0,88258.60652936419,40558.60652936419,-40558.60652936419
-117.23,32.87,11.0,3123.0,740.0,1223.0,634.0,5.417,4,196800.0,315565.32150957093,118765.32150957093,-118765.32150957093
-115.95,33.28,12.0,99.0,25.0,37.0,17.0,1.8958,1,53800.0,43442.48564232327,10357.51435767673,10357.51435767673
-122.64,41.95,18.0,1867.0,424.0,802.0,314.0,1.8242,1,53500.0,-12647.700800256629,66147.70080025663,66147.70080025663
-121.16,41.78,42.0,2918.0,576.0,1182.0,440.0,2.1434,1,44000.0,-27264.283469129296,71264.2834691293,71264.2834691293
-122.39,37.73,52.0,1931.0,329.0,1025.0,293.0,2.9063,3,192000.0,205293.71022914693,13293.710229146935,-13293.710229146935
-122.05,36.96,30.0,971.0,185.0,644.0,173.0,4.2045,4,226500.0,252428.11100173497,25928.11100173497,-25928.11100173497
-121.19,37.93,27.0,1621.0,363.0,909.0,345.0,2.1513,1,99700.0,108475.69202823621,8775.692028236212,-8775.692028236212
-118.33,33.86,38.0,914.0,176.0,519.0,174.0,6.0335,0,255400.0,317641.75822795654,62241.75822795654,-62241.75822795654
-117.2,33.16,13.0,4503.0,1137.0,3094.0,1091.0,2.3159,0,91600.0,160276.84022764867,68676.84022764867,-68676.84022764867
-122.27,37.53,43.0,1145.0,230.0,586.0,254.0,3.5,4,267400.0,237960.75453945016,29439.245460549835,29439.245460549835
-122.26,37.54,13.0,1422.0,295.0,395.0,195.0,5.3247,3,327800.0,290158.2194209548,37641.78057904518,37641.78057904518
-122.49,37.74,52.0,2442.0,449.0,1188.0,436.0,4.3909,4,317700.0,284907.64673991915,32792.353260080854,32792.353260080854
-117.82,33.77,27.0,2578.0,314.0,976.0,340.0,7.1882,0,359200.0,323990.987656006,35209.01234399399,35209.01234399399
-122.43,37.63,34.0,4135.0,687.0,2154.0,742.0,4.9732,4,342300.0,279410.0905592381,62889.9094407619,62889.9094407619
-118.42,34.22,29.0,1807.0,323.0,1234.0,310.0,5.3767,0,233000.0,253713.17172948047,20713.17172948047,-20713.17172948047
-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,0,500001.0,321798.4614451921,178202.5385548079,178202.5385548079
-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,0,350900.0,209342.23618168224,141557.76381831776,141557.76381831776
-121.1,35.6,20.0,3389.0,704.0,1309.0,520.0,3.2112,4,204500.0,259052.11293890225,54552.11293890225,-54552.11293890225
-120.91,37.74,19.0,1690.0,327.0,855.0,296.0,3.25,1,176700.0,133163.54275039665,43536.45724960335,43536.45724960335
-118.35,33.92,29.0,736.0,232.0,584.0,231.0,3.6167,0,200000.0,219018.57389331155,19018.57389331155,-19018.57389331155
-121.28,38.12,34.0,3268.0,640.0,1906.0,628.0,2.8237,1,110700.0,131516.8132618855,20816.813261885487,-20816.813261885487
-123.24,38.7,38.0,1460.0,311.0,569.0,176.0,2.7171,4,131300.0,194483.88267079607,63183.88267079607,-63183.88267079607
-121.91,37.36,42.0,3224.0,708.0,1940.0,674.0,3.2153,0,199700.0,227685.643696128,27985.643696128012,-27985.643696128012
-122.29,40.47,20.0,2858.0,612.0,1422.0,589.0,1.9657,1,63000.0,48406.49456573848,14593.505434261519,14593.505434261519
-117.88,33.83,25.0,1785.0,248.0,750.0,251.0,6.8407,0,266700.0,312444.6385681628,45744.6385681628,-45744.6385681628
-121.35,37.97,33.0,3656.0,681.0,1698.0,671.0,3.1406,1,93900.0,168234.77379228704,74334.77379228704,-74334.77379228704
-118.18,33.84,43.0,2561.0,544.0,1063.0,537.0,3.835,4,418600.0,263120.8218363166,155479.1781636834,155479.1781636834
-119.79,36.75,52.0,377.0,97.0,530.0,96.0,1.0,1,45000.0,54772.29004098539,9772.29004098539,-9772.29004098539
-117.15,32.92,16.0,1972.0,402.0,1377.0,413.0,4.4615,0,168300.0,213894.25603702434,45594.256037024345,-45594.256037024345
-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,0,114900.0,189459.9311739659,74559.93117396589,-74559.93117396589
-117.97,34.0,28.0,1983.0,375.0,1407.0,367.0,3.8319,0,179000.0,180876.94175186445,1876.9417518644477,-1876.9417518644477
-118.56,34.19,34.0,1237.0,242.0,671.0,221.0,3.9615,0,183600.0,225623.7683929458,42023.768392945814,-42023.768392945814
-118.38,34.18,24.0,1983.0,651.0,2251.0,574.0,2.4792,0,200000.0,145921.88693723717,54078.11306276283,54078.11306276283
-122.03,37.3,30.0,3007.0,554.0,1551.0,616.0,5.8521,0,326300.0,324864.5179469505,1435.4820530494908,1435.4820530494908
-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,0,246300.0,265391.2776574382,19091.277657438186,-19091.277657438186
-120.46,34.66,5.0,2904.0,702.0,1302.0,618.0,3.0081,4,135200.0,261244.69168876926,126044.69168876926,-126044.69168876926
-118.31,33.92,35.0,1307.0,246.0,672.0,219.0,4.8456,0,146400.0,263356.89220362605,116956.89220362605,-116956.89220362605
-122.16,37.77,48.0,977.0,194.0,446.0,180.0,4.7708,3,156300.0,279315.03576401237,123015.03576401237,-123015.03576401237
-119.86,36.78,7.0,2232.0,490.0,1274.0,499.0,2.9853,1,74700.0,117944.39964069765,43244.39964069765,-43244.39964069765
-122.07,37.96,34.0,1692.0,290.0,836.0,289.0,5.0172,3,197100.0,255893.25237376106,58793.25237376106,-58793.25237376106
-121.42,38.64,44.0,1728.0,367.0,1042.0,349.0,1.6033,1,58500.0,77532.92550301574,19032.925503015736,-19032.925503015736
-120.43,37.32,16.0,1170.0,178.0,566.0,181.0,5.2522,1,125300.0,199174.58003529243,73874.58003529243,-73874.58003529243
-118.16,34.14,27.0,1551.0,254.0,816.0,233.0,8.2435,0,500001.0,370189.460515295,129811.53948470502,129811.53948470502
-121.93,37.31,29.0,1377.0,430.0,969.0,399.0,2.6573,0,252800.0,203239.34049489244,49560.65950510756,49560.65950510756
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,3,67500.0,97015.03089159237,29515.030891592367,-29515.030891592367
-118.49,34.02,28.0,2545.0,752.0,1548.0,679.0,2.9125,0,475000.0,233347.87652008465,241652.12347991535,241652.12347991535
-122.27,37.89,52.0,2640.0,366.0,973.0,355.0,7.266,3,371100.0,376909.4107803226,5809.410780322622,-5809.410780322622
-118.47,34.06,45.0,3030.0,433.0,916.0,399.0,9.4664,0,500001.0,473126.75349334965,26874.24650665035,26874.24650665035
-122.01,36.98,27.0,2820.0,730.0,1511.0,745.0,2.589,4,242400.0,241780.90600637614,619.0939936238574,619.0939936238574
-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,1,69400.0,33571.582005354314,35828.417994645686,35828.417994645686
-118.07,33.98,32.0,3304.0,714.0,2032.0,690.0,3.2093,0,167800.0,193471.1695171936,25671.1695171936,-25671.1695171936
-122.31,38.31,32.0,2577.0,458.0,1172.0,447.0,3.8796,3,175500.0,211887.56015490068,36387.56015490068,-36387.56015490068
-115.52,33.13,18.0,1109.0,283.0,1006.0,253.0,2.163,1,53400.0,44448.79383837845,8951.20616162155,8951.20616162155
-122.69,38.34,12.0,3876.0,782.0,2146.0,764.0,4.0844,0,165400.0,220832.0628166853,55432.0628166853,-55432.0628166853
-118.19,34.02,45.0,1535.0,432.0,1820.0,419.0,1.7801,0,142800.0,121354.04828121915,21445.951718780852,21445.951718780852
-118.1,33.81,36.0,1962.0,325.0,786.0,315.0,5.62,0,239600.0,297551.33739691635,57951.33739691635,-57951.33739691635
-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,0,195400.0,219726.7996890668,24326.7996890668,-24326.7996890668
-118.45,34.18,39.0,1810.0,388.0,839.0,380.0,3.7171,0,228800.0,236345.93525086154,7545.935250861541,-7545.935250861541
-124.16,40.8,52.0,2416.0,618.0,1150.0,571.0,1.7308,4,80500.0,157694.9320575129,77194.9320575129,-77194.9320575129
-117.81,33.68,8.0,1964.0,413.0,913.0,406.0,5.1583,0,192200.0,255124.95812609929,62924.958126099285,-62924.958126099285
-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,0,142300.0,168608.6270015427,26308.627001542714,-26308.627001542714
-123.84,40.28,28.0,2809.0,605.0,1093.0,438.0,2.0962,0,74000.0,139441.63366709198,65441.633667091985,-65441.633667091985
-122.5,37.76,52.0,2018.0,422.0,1142.0,463.0,3.7083,4,307700.0,262702.93184935284,44997.06815064716,44997.06815064716
-117.72,34.06,32.0,2209.0,654.0,1718.0,569.0,1.9643,1,113200.0,136189.82965205002,22989.829652050015,-22989.829652050015
-118.26,34.02,40.0,1259.0,362.0,1499.0,327.0,1.8382,0,126400.0,123166.11157177696,3233.888428223043,3233.888428223043
-121.01,37.64,52.0,201.0,35.0,74.0,22.0,1.3036,1,75000.0,91589.52745246388,16589.52745246388,-16589.52745246388
-119.73,36.83,8.0,3602.0,463.52670042282193,1959.0,580.0,5.3478,1,138800.0,156699.9800712868,17899.980071286787,-17899.980071286787
-120.85,37.77,20.0,651.0,157.0,421.0,151.0,2.0833,1,77300.0,81082.99358112003,3782.9935811200266,-3782.9935811200266
-122.5,37.92,30.0,2270.0,359.0,974.0,351.0,5.5926,3,300900.0,295361.67760649853,5538.3223935014685,5538.3223935014685
-116.96,34.94,20.0,2355.0,467.0,1198.0,428.0,3.9934,1,88500.0,122709.18298379474,34209.182983794744,-34209.182983794744
-121.33,38.63,23.0,1947.0,409.0,866.0,400.0,2.7181,1,156800.0,113623.65788930061,43176.34211069939,43176.34211069939
-117.63,34.1,15.0,4799.0,1209.0,2554.0,1057.0,2.6582,1,122800.0,187959.36563962046,65159.36563962046,-65159.36563962046
-118.54,34.23,35.0,3422.0,601.0,1690.0,574.0,4.375,0,232900.0,243091.07391826983,10191.07391826983,-10191.07391826983
-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017,0,430000.0,337879.1346818668,92120.8653181332,92120.8653181332
-117.95,33.89,17.0,1665.0,247.0,755.0,254.0,6.5764,0,349000.0,294503.211831722,54496.788168278,54496.788168278
-120.3,37.34,33.0,993.0,186.0,556.0,175.0,2.4286,1,103600.0,99587.38341652586,4012.6165834741405,4012.6165834741405
-121.24,40.31,36.0,1597.0,301.0,632.0,262.0,3.5962,1,93600.0,79520.58050851997,14079.419491480032,14079.419491480032
-121.15,38.91,23.0,1654.0,299.0,787.0,299.0,4.2723,1,193100.0,141021.45868085296,52078.54131914704,52078.54131914704
-118.45,33.8,31.0,4803.0,575.0,1490.0,577.0,11.9993,4,500001.0,553359.6617515713,53358.661751571344,-53358.661751571344
-121.63,39.12,34.0,1991.0,348.0,804.0,344.0,3.4492,1,98800.0,136622.46021355042,37822.460213550425,-37822.460213550425
-119.7,36.94,15.0,1449.0,277.0,649.0,265.0,2.4861,1,86300.0,84054.27402025806,2245.725979741939,2245.725979741939
-119.84,36.83,17.0,3012.0,408.0,987.0,362.0,7.4201,1,229700.0,288863.95136238966,59163.951362389664,-59163.951362389664
-121.92,36.62,47.0,1811.0,401.0,948.0,375.0,3.0379,4,249300.0,255208.0450842217,5908.045084221696,-5908.045084221696
-116.96,32.79,17.0,5236.0,1325.0,3308.0,1233.0,2.3221,0,138800.0,190204.59079722292,51404.59079722292,-51404.59079722292
-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,1,106300.0,104401.45713226938,1898.542867730619,1898.542867730619
-118.35,34.22,30.0,1260.0,222.0,638.0,229.0,4.1302,0,258300.0,217119.72421330347,41180.275786696526,41180.275786696526
-117.33,34.03,14.0,1582.0,347.0,825.0,259.0,2.8281,1,106300.0,118652.2955276277,12352.295527627706,-12352.295527627706
-121.62,39.75,20.0,1173.0,261.0,523.0,258.0,1.0625,1,92800.0,1501.5211529435473,91298.47884705645,91298.47884705645
-121.28,38.14,37.0,3278.0,623.0,1431.0,575.0,3.3987,1,99500.0,175514.6028027554,76014.6028027554,-76014.6028027554
-118.12,34.12,52.0,2907.0,317.0,956.0,279.0,15.0001,0,500001.0,662874.7226873155,162873.72268731555,-162873.72268731555
-118.39,34.14,19.0,5076.0,1034.0,2021.0,960.0,5.5683,0,309200.0,331287.06846827077,22087.068468270765,-22087.068468270765
-117.85,34.06,24.0,3128.0,497.0,1406.0,472.0,7.5286,0,462700.0,333087.77218015125,129612.22781984875,129612.22781984875
-121.35,38.0,22.0,3564.0,730.0,1539.0,699.0,3.675,1,152400.0,196206.0605344842,43806.06053448419,-43806.06053448419
-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,1,311600.0,261502.83778101474,50097.162218985264,50097.162218985264
-121.84,38.65,29.0,3167.0,548.0,1554.0,534.0,4.3487,1,200700.0,187647.81158806934,13052.188411930663,13052.188411930663
-121.91,36.6,35.0,2605.0,410.0,1110.0,406.0,5.5519,4,329500.0,330208.1554177124,708.1554177124053,-708.1554177124053
-117.7,34.08,33.0,4674.0,791.0,2769.0,784.0,4.1448,1,137300.0,175689.85561596352,38389.85561596352,-38389.85561596352
-122.03,36.97,36.0,337.0,69.0,223.0,68.0,3.2404,4,225000.0,222305.89522194912,2694.1047780508816,2694.1047780508816
-120.54,37.68,18.0,335.0,76.0,189.0,67.0,1.2273,1,87500.0,31457.467926780926,56042.532073219074,56042.532073219074
-122.45,37.79,52.0,1457.0,215.0,495.0,208.0,10.7097,3,500001.0,535593.3254567359,35592.32545673591,-35592.32545673591
-122.79,38.42,9.0,4967.0,885.0,2581.0,915.0,5.038,0,185600.0,248394.32326250264,62794.32326250264,-62794.32326250264
-117.26,33.84,12.0,1159.0,209.0,523.0,159.0,2.7232,1,123200.0,108999.14215135128,14200.857848648724,14200.857848648724
-118.15,34.11,52.0,1000.0,192.0,363.0,158.0,4.2981,0,352800.0,252325.54214627267,100474.45785372733,100474.45785372733
-121.99,37.05,19.0,2023.0,392.0,955.0,328.0,5.2486,4,353000.0,291185.10848885623,61814.89151114377,61814.89151114377
-119.57,36.1,36.0,1729.0,317.0,737.0,278.0,3.5313,1,68800.0,178848.3044155024,110048.30441550241,-110048.30441550241
-119.17,34.21,33.0,1039.0,256.0,1432.0,272.0,3.1103,4,143500.0,182223.34339683663,38723.34339683663,-38723.34339683663
-118.26,34.01,43.0,2179.0,682.0,2624.0,609.0,1.8641,0,108200.0,129388.790902888,21188.790902887995,-21188.790902887995
-122.51,38.0,17.0,2449.0,536.0,1157.0,543.0,3.9519,3,274200.0,241913.59294352532,32286.40705647468,32286.40705647468
-117.66,34.13,19.0,3995.0,554.0,1523.0,509.0,6.075,1,254100.0,250767.07764947633,3332.9223505236732,3332.9223505236732
-118.35,33.99,47.0,2183.0,380.0,927.0,371.0,4.9531,0,180100.0,288145.5406261695,108045.54062616947,-108045.54062616947
-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,6.8226,0,329800.0,323100.4499080626,6699.550091937417,6699.550091937417
-123.75,40.11,35.0,2052.0,477.0,900.0,402.0,1.9625,0,101500.0,142716.311931308,41216.31193130801,-41216.31193130801
-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,2.0557,0,225000.0,172657.24118820237,52342.75881179763,52342.75881179763
-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6.3223,1,223200.0,215398.77155838453,7801.228441615473,7801.228441615473
-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,7.472,4,439900.0,358266.95170221454,81633.04829778546,81633.04829778546
-118.35,34.09,47.0,1800.0,546.0,921.0,478.0,2.8021,0,280600.0,235764.81156752037,44835.18843247963,44835.18843247963
-118.36,33.94,33.0,939.0,284.0,1309.0,250.0,3.4063,0,152300.0,183073.30015908074,30773.30015908074,-30773.30015908074
-122.09,37.67,48.0,1252.0,305.0,673.0,308.0,2.3357,3,175000.0,192713.8212688793,17713.821268879314,-17713.821268879314
-121.85,39.75,39.0,568.0,127.0,267.0,129.0,1.8095,1,78100.0,53150.51481644757,24949.48518355243,24949.48518355243
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158,4,223600.0,246408.18058234156,22808.180582341563,-22808.180582341563
-117.19,34.07,40.0,2374.0,500.0,1772.0,455.0,2.189,1,72500.0,93462.5186040298,20962.5186040298,-20962.5186040298
-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409,0,190900.0,265252.91320811806,74352.91320811806,-74352.91320811806
-118.3,33.99,45.0,1701.0,452.0,1484.0,427.0,1.84,0,91400.0,148875.77034898006,57475.77034898006,-57475.77034898006
-117.7,33.47,21.0,1857.0,399.0,881.0,380.0,3.8403,0,350000.0,218449.30616234033,131550.69383765967,131550.69383765967
-118.25,34.16,52.0,2477.0,385.0,993.0,371.0,4.9135,0,368100.0,274208.7225985113,93891.27740148868,93891.27740148868
-121.32,38.67,21.0,3455.0,706.0,1605.0,704.0,3.1382,1,91600.0,138652.6606830189,47052.66068301891,-47052.66068301891
-122.05,38.26,32.0,1070.0,199.0,631.0,195.0,2.6827,1,98900.0,142080.9143281082,43180.91432810819,-43180.91432810819
-117.83,33.79,29.0,1454.0,236.0,724.0,262.0,4.8542,0,218100.0,239790.6678210555,21690.66782105551,-21690.66782105551
-118.2,33.81,45.0,944.0,178.0,533.0,193.0,3.4808,4,206900.0,217215.38791047604,10315.387910476042,-10315.387910476042
-117.61,33.42,31.0,3959.0,856.0,1919.0,775.0,4.0313,4,282000.0,255693.54931994044,26306.450680059555,26306.450680059555
-118.87,34.19,23.0,2179.0,423.0,1338.0,406.0,5.5224,0,240700.0,285935.6856846018,45235.685684601776,-45235.685684601776
-121.08,39.21,17.0,3033.0,590.0,1319.0,583.0,2.4811,1,111800.0,67462.92643414959,44337.07356585041,44337.07356585041
-122.25,37.76,52.0,2876.0,648.0,1340.0,632.0,3.567,3,252900.0,273803.9871903206,20903.987190320622,-20903.987190320622
-119.01,35.36,24.0,1941.0,484.0,1277.0,435.0,1.056,1,51600.0,78832.64255988417,27232.642559884174,-27232.642559884174
-117.92,33.65,20.0,1391.0,393.0,856.0,360.0,3.184,0,220000.0,197040.4921561333,22959.50784386671,22959.50784386671
-122.17,37.76,41.0,1594.0,367.0,1074.0,355.0,1.9356,3,90600.0,155773.0961440417,65173.09614404169,-65173.09614404169
-117.22,32.83,17.0,1124.0,187.0,553.0,205.0,5.7451,4,237300.0,277839.0985088946,40539.09850889462,-40539.09850889462
-117.98,34.06,36.0,2391.0,407.0,1967.0,398.0,4.0274,0,160700.0,168273.0653984644,7573.065398464387,-7573.065398464387
-118.31,33.73,52.0,1665.0,280.0,656.0,282.0,5.249,4,351900.0,312613.33671245066,39286.66328754934,39286.66328754934
-118.19,33.86,46.0,1824.0,438.0,1200.0,451.0,3.4375,0,156700.0,229648.2106069128,72948.21060691279,-72948.21060691279
-118.37,33.99,36.0,3228.0,543.0,1305.0,520.0,5.1695,0,397000.0,289198.7243054796,107801.27569452039,107801.27569452039
-117.17,32.63,26.0,1617.0,279.0,2745.0,250.0,3.5357,4,67500.0,99030.34561188101,31530.345611881014,-31530.345611881014
-122.9,41.46,31.0,1277.0,263.0,600.0,241.0,1.7292,1,61700.0,16761.959319123824,44938.040680876176,44938.040680876176
-118.31,34.04,33.0,2691.0,726.0,2390.0,681.0,2.4048,0,208300.0,159518.15142492895,48781.84857507105,48781.84857507105
-122.3,37.53,37.0,1338.0,215.0,535.0,221.0,5.4351,4,376600.0,307000.63230337534,69599.36769662466,69599.36769662466
-117.46,34.09,8.0,4711.0,963.0,3310.0,988.0,3.5488,1,101600.0,127538.69367958597,25938.693679585966,-25938.693679585966
-117.85,34.0,26.0,2712.0,402.0,1389.0,377.0,5.6513,0,227900.0,244518.82751976207,16618.827519762068,-16618.827519762068
-117.41,34.09,21.0,3300.0,587.0,1896.0,572.0,3.6466,1,130600.0,144616.30237984523,14016.302379845234,-14016.302379845234
-121.34,38.66,17.0,1149.0,257.0,583.0,243.0,2.8092,1,137500.0,98852.19002224559,38647.80997775441,38647.80997775441
-121.36,38.0,17.0,4535.0,762.0,1562.0,743.0,5.3224,1,225800.0,253012.84193413696,27212.84193413696,-27212.84193413696
-121.87,37.39,16.0,2655.0,487.0,1862.0,448.0,6.057,0,246800.0,271104.1578340708,24304.157834070793,-24304.157834070793
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,3,350000.0,270985.63503301656,79014.36496698344,79014.36496698344
-118.08,33.92,34.0,2118.0,437.0,1414.0,442.0,3.7238,0,166800.0,204738.57293903772,37938.572939037724,-37938.572939037724
-117.91,34.12,41.0,2673.0,578.0,2259.0,592.0,3.7846,0,145500.0,182022.70935525105,36522.70935525105,-36522.70935525105
-122.41,37.75,52.0,2524.0,559.0,1430.0,476.0,3.4073,3,254700.0,247441.23319932877,7258.766800671234,7258.766800671234
-118.42,33.99,35.0,1701.0,482.0,1428.0,494.0,3.725,0,284600.0,233362.61643403373,51237.38356596627,51237.38356596627
-122.08,37.68,26.0,2607.0,682.0,1401.0,607.0,2.6563,3,184100.0,207119.62148653183,23019.621486531832,-23019.621486531832
-118.88,34.2,23.0,4862.0,597.0,1938.0,594.0,7.3409,0,316000.0,335395.31837115495,19395.31837115495,-19395.31837115495
-118.13,34.11,45.0,1780.0,289.0,755.0,328.0,4.825,0,351100.0,263363.13918111386,87736.86081888614,87736.86081888614
-118.44,34.07,35.0,1973.0,332.0,1257.0,296.0,8.9565,0,500001.0,411361.6436316387,88639.35636836127,88639.35636836127
-121.89,37.26,25.0,3319.0,531.0,1560.0,502.0,5.8479,0,263300.0,297100.2178873738,33800.217887373816,-33800.217887373816
-118.29,33.73,30.0,2835.0,711.0,1669.0,652.0,3.3616,4,268500.0,238067.0410105764,30432.958989423612,30432.958989423612
-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563,0,222400.0,232590.34213140808,10190.342131408077,-10190.342131408077
-118.13,34.11,52.0,2568.0,345.0,1102.0,345.0,9.1373,0,500001.0,429530.4265483252,70470.57345167478,70470.57345167478
-120.45,34.64,17.0,1226.0,277.0,484.0,224.0,3.2167,4,112500.0,250691.76786094558,138191.76786094558,-138191.76786094558
-118.39,34.19,25.0,3794.0,989.0,2454.0,876.0,2.9982,0,204200.0,210798.17528024875,6598.175280248746,-6598.175280248746
-121.98,37.3,30.0,3404.0,693.0,1794.0,633.0,4.6312,0,283200.0,277341.99062107573,5858.009378924267,5858.009378924267
-122.37,37.94,49.0,969.0,229.0,599.0,195.0,1.3167,3,71600.0,138853.72375431767,67253.72375431767,-67253.72375431767
-118.03,33.76,25.0,4650.0,849.0,2503.0,790.0,5.742,0,221900.0,283406.7857700848,61506.785770084825,-61506.785770084825
-117.03,32.6,26.0,1335.0,224.0,742.0,215.0,5.152,4,143400.0,258932.9747811859,115532.97478118591,-115532.97478118591
-122.26,37.52,34.0,483.0,131.0,291.0,157.0,3.0833,4,256300.0,211825.79976955827,44474.200230441726,44474.200230441726
-118.1,34.07,29.0,1179.0,313.0,1255.0,308.0,2.5964,0,176800.0,138072.24741415732,38727.75258584268,38727.75258584268
-120.2,40.26,26.0,2399.0,518.0,1037.0,443.0,2.6765,1,47600.0,5957.364693367563,41642.63530663244,41642.63530663244
-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,0,185200.0,254161.8391922508,68961.8391922508,-68961.8391922508
-122.06,37.38,21.0,1798.0,399.0,837.0,410.0,5.6999,3,470000.0,318618.265320131,151381.73467986903,151381.73467986903
-121.33,37.96,20.0,1727.0,386.0,730.0,342.0,2.5195,1,92600.0,131655.36449371744,39055.36449371744,-39055.36449371744
-118.38,34.21,35.0,1468.0,303.0,1295.0,300.0,3.7708,0,170600.0,190623.89539951828,20023.895399518282,-20023.895399518282
-122.13,37.72,25.0,1134.0,153.0,340.0,171.0,6.5095,3,371200.0,322227.02560159436,48972.97439840564,48972.97439840564
-122.04,37.6,17.0,3314.0,638.0,1873.0,602.0,4.3875,3,238500.0,228152.38457270217,10347.615427297831,10347.615427297831
-120.83,35.32,11.0,3252.0,701.0,1814.0,660.0,3.2226,4,183200.0,236380.81168036498,53180.811680364975,-53180.811680364975
-118.31,34.13,40.0,2822.0,443.0,907.0,414.0,7.2692,0,498700.0,373778.3093971354,124921.6906028646,124921.6906028646
-115.57,32.8,16.0,2276.0,594.0,1184.0,513.0,1.875,1,93800.0,90920.17648385461,2879.823516145392,2879.823516145392
-122.46,37.71,52.0,1642.0,351.0,1138.0,340.0,4.1406,4,219500.0,264865.9465045981,45365.946504598076,-45365.946504598076
-118.37,33.82,36.0,2463.0,447.0,1125.0,424.0,6.0176,0,352700.0,328053.1356435217,24646.864356478327,24646.864356478327
-124.21,40.75,32.0,1218.0,331.0,620.0,268.0,1.6528,4,58100.0,110584.53839066581,52484.53839066581,-52484.53839066581
-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,4,200000.0,213971.8281198808,13971.82811988081,-13971.82811988081
-121.27,38.44,19.0,2780.0,414.0,1320.0,404.0,5.8831,1,209900.0,210493.640295804,593.6402958040126,-593.6402958040126
-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,1,71400.0,83312.69399682464,11912.693996824644,-11912.693996824644
-122.38,41.43,45.0,2245.0,448.0,1155.0,421.0,1.6509,1,46200.0,10213.39102285041,35986.60897714959,35986.60897714959
-122.1,37.67,34.0,3659.0,897.0,2479.0,903.0,2.9564,3,150500.0,216668.13206592525,66168.13206592525,-66168.13206592525
-120.87,37.62,30.0,455.0,70.0,220.0,69.0,4.8958,1,142500.0,207831.3943556872,65331.3943556872,-65331.3943556872
